,iob_tagged_data,intent,sentence,hindi,Tagged_Sentences
4069,what:O is:O the:O least:B-cost_relative expensive:I-cost_relative fare:O from:O baltimore:B-fromloc.city_name to:O san:B-toloc.city_name francisco:I-toloc.city_name leaving:O on:O september:B-depart_date.month_name thirtieth:B-depart_date.day_number,atis_airfare,what is the least expensive fare from baltimore to san francisco leaving on september thirtieth,तीस सितंबर को बाल्टीमोर से सैन फ्रांसिस्को तक छूटने का सबसे कम महंगा किराया क्या है?,तीस:B-depart_date.day_number सितंबर:O को:O बाल्टीमोर:B-fromloc.city_name से:O सैन:B-toloc.city_name फ्रांसिस्को:I-toloc.city_name तक:O छूटने:O का:O सबसे:O कम:B-cost_relative महंगा:O किराया:I-transport_type क्या:O है?:O
4070,on:O the:O earliest:B-flight_mod flight:O from:O san:B-fromloc.city_name francisco:I-fromloc.city_name to:O atlanta:B-toloc.city_name on:O delta:B-airline_name is:O a:O meal:B-meal being:O served:O,atis_flight,on the earliest flight from san francisco to atlanta on delta is a meal being served,डेल्टा पर सैन फ्रांसिस्को से अटलांटा की शुरुआती उड़ान में भोजन परोसा जा रहा है,डेल्टा:B-airline_name पर:O सैन:B-toloc.city_name फ्रांसिस्को:I-toloc.city_name से:O अटलांटा:B-toloc.city_name की:O शुरुआती:O उड़ान:O में:O भोजन:B-meal परोसा:O जा:O रहा:O है:O
4071,what:O is:O the:O latest:B-flight_mod flight:O from:O salt:B-fromloc.city_name lake:I-fromloc.city_name city:I-fromloc.city_name to:O phoenix:B-toloc.city_name,atis_flight,what is the latest flight from salt lake city to phoenix,साल्ट लेक सिटी से फ़ीनिक्स के लिए नवीनतम उड़ान कौन सी है?,साल्ट:O लेक:O सिटी:O से:O फ़ीनिक्स:O के:O लिए:O नवीनतम:B-flight_mod उड़ान:O कौन:O सी:B-fare_basis_code है?:O
4072,what:O is:O the:O latest:B-flight_mod evening:B-depart_time.period_of_day flight:O leaving:O san:B-fromloc.city_name francisco:I-fromloc.city_name for:O washington:B-toloc.city_name,atis_flight,what is the latest evening flight leaving san francisco for washington,सैन फ्रांसिस्को से वाशिंगटन के लिए प्रस्थान करने वाली नवीनतम शाम की उड़ान कौन सी है?,सैन:B-toloc.city_name फ्रांसिस्को:I-toloc.city_name से:O वाशिंगटन:B-toloc.city_name के:O लिए:O प्रस्थान:O करने:O वाली:O नवीनतम:B-flight_mod शाम:B-depart_time.period_of_day की:O उड़ान:O कौन:O सी:B-fare_basis_code है?:O
4073,very:O well:O i'm:O working:O on:O scenario:O three:O i'm:O interested:O in:O a:O flight:O on:O a:O 727:B-aircraft_code from:O washington:B-fromloc.city_name dc:B-fromloc.state_code to:O atlanta:B-toloc.city_name georgia:B-toloc.state_name,atis_flight,very well i'm working on scenario three i'm interested in a flight on a 727 from washington dc to atlanta georgia,"बहुत अच्छा, मैं परिदृश्य तीन पर काम कर रहा हूं, मुझे वाशिंगटन डीसी से अटलांटा जॉर्जिया तक 727 की उड़ान में दिलचस्पी है","बहुत:O अच्छा,:O मैं:O परिदृश्य:O तीन:I-depart_date.day_number पर:O काम:O कर:O रहा:O हूं,:O मुझे:O वाशिंगटन:B-toloc.city_name डीसी:B-toloc.state_code से:O अटलांटा:B-toloc.city_name जॉर्जिया:B-toloc.state_name तक:O 727:B-aircraft_code की:O उड़ान:O में:O दिलचस्पी:O है:O"
4074,show:O me:O all:O flights:O from:O san:B-fromloc.city_name diego:I-fromloc.city_name to:O dulles:B-toloc.airport_name on:O boeing:O 767:B-aircraft_code,atis_flight,show me all flights from san diego to dulles on boeing 767,मुझे बोइंग 767 पर सैन डिएगो से डलेस तक की सभी उड़ानें दिखाओ,मुझे:O बोइंग:O 767:B-aircraft_code पर:O सैन:B-toloc.city_name डिएगो:I-toloc.city_name से:O डलेस:B-fromloc.airport_name तक:O की:O सभी:O उड़ानें:O दिखाओ:O
4075,what:O are:O my:O options:O for:O a:O minneapolis:B-fromloc.city_name back:O to:O indianapolis:B-toloc.city_name flight:O around:B-depart_time.time_relative noontime:B-depart_time.time,atis_flight,what are my options for a minneapolis back to indianapolis flight around noontime,दोपहर के समय मिनियापोलिस से वापस इंडियानापोलिस की उड़ान के लिए मेरे पास क्या विकल्प हैं?,दोपहर:B-depart_time.period_of_day के:O समय:O मिनियापोलिस:O से:O वापस:O इंडियानापोलिस:B-toloc.city_name की:O उड़ान:O के:O लिए:O मेरे:O पास:O क्या:O विकल्प:O हैं?:O
4076,what:O flights:O from:O new:B-fromloc.city_name york:I-fromloc.city_name to:O los:B-toloc.city_name angeles:I-toloc.city_name after:B-depart_time.time_relative 10:B-depart_time.time am:I-depart_time.time,atis_flight,what flights from new york to los angeles after 10 am,सुबह 10 बजे के बाद न्यूयॉर्क से लॉस एंजिल्स के लिए कौन सी उड़ानें,सुबह:B-depart_time.period_of_day 10:B-arrive_time.time बजे:I-depart_time.time के:O बाद:B-depart_time.time_relative न्यूयॉर्क:O से:O लॉस:B-toloc.city_name एंजिल्स:I-toloc.city_name के:O लिए:O कौन:O सी:B-fare_basis_code उड़ानें:O
4077,what:O is:O the:O first:B-flight_mod flight:O arriving:O in:O montreal:B-toloc.city_name from:O toronto:B-fromloc.city_name friday:B-arrive_date.day_name,atis_flight,what is the first flight arriving in montreal from toronto friday,शुक्रवार को टोरंटो से मॉन्ट्रियल पहुंचने वाली पहली उड़ान कौन सी है?,शुक्रवार:B-depart_date.day_name को:O टोरंटो:B-fromloc.city_name से:O मॉन्ट्रियल:B-fromloc.city_name पहुंचने:O वाली:O पहली:O उड़ान:O कौन:O सी:B-fare_basis_code है?:O
4078,show:O me:O the:O flights:O from:O pittsburgh:B-fromloc.city_name to:O philadelphia:B-toloc.city_name,atis_flight,show me the flights from pittsburgh to philadelphia,मुझे पिट्सबर्ग से फिलाडेल्फिया तक की उड़ानें दिखाओ,मुझे:O पिट्सबर्ग:B-fromloc.city_name से:O फिलाडेल्फिया:O तक:O की:O उड़ानें:O दिखाओ:O
4079,show:O me:O the:O itinerary:O for:O the:O connecting:B-connect flight:O from:O dallas:B-fromloc.city_name fort:I-fromloc.city_name worth:I-fromloc.city_name to:O san:B-toloc.city_name francisco:I-toloc.city_name that:O departs:O dallas:B-fromloc.city_name fort:I-fromloc.city_name worth:I-fromloc.city_name at:O 1940:B-depart_time.time,atis_flight,show me the itinerary for the connecting flight from dallas fort worth to san francisco that departs dallas fort worth at 1940,मुझे डलास फोर्ट वर्थ से सैन फ्रांसिस्को के लिए कनेक्टिंग फ्लाइट का यात्रा कार्यक्रम दिखाओ जो 1940 में डलास फोर्ट वर्थ से प्रस्थान करती है,मुझे:O डलास:B-stoploc.city_name फोर्ट:O वर्थ:O से:O सैन:B-toloc.city_name फ्रांसिस्को:I-toloc.city_name के:O लिए:O कनेक्टिंग:O फ्लाइट:O का:O यात्रा:I-round_trip कार्यक्रम:O दिखाओ:O जो:O 1940:B-depart_time.time में:O डलास:B-stoploc.city_name फोर्ट:O वर्थ:O से:O प्रस्थान:O करती:O है:O
4080,show:O me:O ground:O transportation:O information:O for:O dallas:B-city_name fort:I-city_name worth:I-city_name,atis_ground_service,show me ground transportation information for dallas fort worth,मुझे डलास फोर्ट वर्थ के लिए जमीनी परिवहन जानकारी दिखाओ,मुझे:O डलास:B-stoploc.city_name फोर्ट:O वर्थ:O के:O लिए:O जमीनी:O परिवहन:O जानकारी:O दिखाओ:O
4081,san:B-fromloc.city_name francisco:I-fromloc.city_name to:O boston:B-toloc.city_name please:O with:O a:O stopover:O in:O denver:B-stoploc.city_name,atis_flight,san francisco to boston please with a stopover in denver,"सैन फ्रांसिस्को से बोस्टन, कृपया डेनवर में रुकें","सैन:B-toloc.city_name फ्रांसिस्को:I-toloc.city_name से:O बोस्टन,:O कृपया:O डेनवर:B-toloc.city_name में:O रुकें:O"
4082,what's:O the:O cheapest:B-cost_relative flight:O from:O pittsburgh:B-fromloc.city_name to:O san:B-toloc.city_name francisco:I-toloc.city_name on:O friday:B-depart_date.day_name,atis_flight,what's the cheapest flight from pittsburgh to san francisco on friday,शुक्रवार को पिट्सबर्ग से सैन फ्रांसिस्को के लिए सबसे सस्ती उड़ान कौन सी है?,शुक्रवार:B-depart_date.day_name को:O पिट्सबर्ग:B-fromloc.city_name से:O सैन:B-toloc.city_name फ्रांसिस्को:I-toloc.city_name के:O लिए:O सबसे:O सस्ती:O उड़ान:O कौन:O सी:B-fare_basis_code है?:O
4083,i'm:O looking:O for:O a:O flight:O from:O pittsburgh:B-fromloc.city_name to:O san:B-toloc.city_name francisco:I-toloc.city_name,atis_flight,i'm looking for a flight from pittsburgh to san francisco,मैं पिट्सबर्ग से सैन फ्रांसिस्को के लिए उड़ान की तलाश में हूं,मैं:O पिट्सबर्ग:B-fromloc.city_name से:O सैन:B-toloc.city_name फ्रांसिस्को:I-toloc.city_name के:O लिए:O उड़ान:O की:O तलाश:O में:O हूं:O
4084,flight:O information:O between:O washington:B-fromloc.city_name and:O denver:B-toloc.city_name on:O september:B-depart_date.month_name third:B-depart_date.day_number,atis_flight,flight information between washington and denver on september third,3 सितंबर को वाशिंगटन और डेनवर के बीच उड़ान की जानकारी,3:B-depart_time.time सितंबर:O को:O वाशिंगटन:B-toloc.city_name और:O डेनवर:B-toloc.city_name के:O बीच:O उड़ान:O की:O जानकारी:O
4085,show:O me:O the:O flights:O from:O baltimore:B-fromloc.city_name to:O oakland:B-toloc.city_name,atis_flight,show me the flights from baltimore to oakland,मुझे बाल्टीमोर से ओकलैंड तक की उड़ानें दिखाओ,मुझे:O बाल्टीमोर:B-fromloc.city_name से:O ओकलैंड:B-toloc.city_name तक:O की:O उड़ानें:O दिखाओ:O
4086,i:O need:O information:O for:O flights:O leaving:O san:B-fromloc.city_name francisco:I-fromloc.city_name on:O thursday:B-depart_date.day_name evening:B-depart_time.period_of_day and:O returning:O to:O boston:B-toloc.city_name,atis_flight,i need information for flights leaving san francisco on thursday evening and returning to boston,मुझे गुरुवार शाम को सैन फ्रांसिस्को छोड़ने वाली और बोस्टन लौटने वाली उड़ानों के बारे में जानकारी चाहिए,मुझे:O गुरुवार:B-depart_date.day_name शाम:B-depart_time.period_of_day को:O सैन:B-toloc.city_name फ्रांसिस्को:I-toloc.city_name छोड़ने:O वाली:O और:O बोस्टन:B-fromloc.city_name लौटने:O वाली:O उड़ानों:O के:O बारे:O में:O जानकारी:O चाहिए:O
4087,i:O would:O like:O a:O flight:O on:O american:B-airline_name airlines:I-airline_name from:O baltimore:B-fromloc.city_name to:O san:B-toloc.city_name francisco:I-toloc.city_name with:O a:O stop:O in:O denver:B-stoploc.city_name,atis_flight,i would like a flight on american airlines from baltimore to san francisco with a stop in denver,मैं डेनवर में रुकते हुए बाल्टीमोर से सैन फ्रांसिस्को के लिए अमेरिकन एयरलाइंस की उड़ान चाहूंगा,मैं:O डेनवर:B-toloc.city_name में:O रुकते:O हुए:O बाल्टीमोर:B-fromloc.city_name से:O सैन:B-toloc.city_name फ्रांसिस्को:I-toloc.city_name के:O लिए:O अमेरिकन:B-airline_name एयरलाइंस:I-airline_name की:O उड़ान:O चाहूंगा:O
4088,all:O flights:O from:O charlotte:B-fromloc.city_name to:O anywhere:O on:O us:B-airline_name air:I-airline_name around:B-depart_time.time_relative 1:B-depart_time.time pm:I-depart_time.time,atis_flight,all flights from charlotte to anywhere on us air around 1 pm,चार्लोट से हमारे बीच कहीं भी जाने वाली सभी उड़ानें दोपहर 1 बजे के आसपास प्रसारित होती हैं,चार्लोट:O से:O हमारे:O बीच:O कहीं:O भी:O जाने:O वाली:O सभी:O उड़ानें:O दोपहर:B-depart_time.period_of_day 1:B-arrive_time.time बजे:I-depart_time.time के:O आसपास:O प्रसारित:O होती:O हैं:O
4089,which:O airlines:O fly:O from:O boston:B-fromloc.city_name to:O washington:B-toloc.city_name dc:B-toloc.state_code via:O other:O cities:O,atis_airline,which airlines fly from boston to washington dc via other cities,कौन सी एयरलाइंस अन्य शहरों से होते हुए बोस्टन से वाशिंगटन डीसी तक उड़ान भरती हैं,कौन:O सी:B-fare_basis_code एयरलाइंस:I-airline_name अन्य:O शहरों:O से:O होते:O हुए:O बोस्टन:B-fromloc.city_name से:O वाशिंगटन:B-toloc.city_name डीसी:B-toloc.state_code तक:O उड़ान:O भरती:O हैं:O
4090,what's:O the:O earliest:B-flight_mod flight:O from:O pittsburgh:B-fromloc.city_name to:O baltimore:B-toloc.city_name on:O thursday:B-depart_date.day_name morning:B-depart_time.period_of_day,atis_flight,what's the earliest flight from pittsburgh to baltimore on thursday morning,गुरुवार की सुबह पिट्सबर्ग से बाल्टीमोर के लिए सबसे पहली उड़ान कौन सी है?,गुरुवार:B-depart_date.day_name की:O सुबह:B-depart_time.period_of_day पिट्सबर्ग:B-fromloc.city_name से:O बाल्टीमोर:B-fromloc.city_name के:O लिए:O सबसे:O पहली:O उड़ान:O कौन:O सी:B-fare_basis_code है?:O
4091,what:O ground:O transportation:O can:O i:O take:O into:O boston:B-city_name,atis_ground_service,what ground transportation can i take into boston,मैं बोस्टन में कौन सा जमीनी परिवहन ले सकता हूँ?,मैं:O बोस्टन:B-fromloc.city_name में:O कौन:O सा:O जमीनी:O परिवहन:O ले:O सकता:O हूँ?:O
4092,display:O all:O flights:O from:O baltimore:B-fromloc.city_name to:O dallas:B-toloc.city_name on:O july:B-depart_date.month_name twenty:B-depart_date.day_number ninth:I-depart_date.day_number,atis_flight,display all flights from baltimore to dallas on july twenty ninth,उनतीस जुलाई को बाल्टीमोर से डलास तक की सभी उड़ानें प्रदर्शित करें,उनतीस:O जुलाई:B-arrive_date.month_name को:O बाल्टीमोर:B-fromloc.city_name से:O डलास:B-stoploc.city_name तक:O की:O सभी:O उड़ानें:O प्रदर्शित:O करें:O
4093,what:O are:O the:O morning:B-depart_time.period_of_day flights:O in:O the:O next:B-depart_date.date_relative two:O days:O from:O nashville:B-fromloc.city_name to:O tacoma:B-toloc.city_name,atis_flight,what are the morning flights in the next two days from nashville to tacoma,अगले दो दिनों में नैशविले से टैकोमा के लिए सुबह की उड़ानें कौन सी हैं?,अगले:I-return_date.date_relative दो:O दिनों:O में:O नैशविले:O से:O टैकोमा:O के:O लिए:O सुबह:B-depart_time.period_of_day की:O उड़ानें:O कौन:O सी:B-fare_basis_code हैं?:O
4094,what:O is:O the:O cheapest:B-cost_relative ticket:O from:O baltimore:B-fromloc.city_name to:O san:B-toloc.city_name francisco:I-toloc.city_name on:O friday:B-depart_date.day_name august:B-depart_date.month_name thirtieth:B-depart_date.day_number,atis_airfare,what is the cheapest ticket from baltimore to san francisco on friday august thirtieth,"शुक्रवार, तीस अगस्त को बाल्टीमोर से सैन फ्रांसिस्को तक का सबसे सस्ता टिकट कौन सा है?","शुक्रवार,:O तीस:B-depart_date.day_number अगस्त:B-depart_date.month_name को:O बाल्टीमोर:B-fromloc.city_name से:O सैन:B-toloc.city_name फ्रांसिस्को:I-toloc.city_name तक:O का:O सबसे:O सस्ता:O टिकट:O कौन:O सा:O है?:O"
4095,what:O flights:O stop:O in:O atlanta:B-stoploc.city_name before:B-depart_time.time_relative noon:B-depart_time.time,atis_flight,what flights stop in atlanta before noon,अटलांटा में दोपहर से पहले कौन सी उड़ानें रुकती हैं?,अटलांटा:B-toloc.city_name में:O दोपहर:B-depart_time.period_of_day से:O पहले:B-depart_time.time_relative कौन:O सी:B-fare_basis_code उड़ानें:O रुकती:O हैं?:O
4096,show:O me:O all:O the:O flights:O from:O philadelphia:B-fromloc.city_name to:O newark:B-toloc.city_name,atis_flight,show me all the flights from philadelphia to newark,मुझे फिलाडेल्फिया से न्यूआर्क तक की सभी उड़ानें दिखाओ,मुझे:O फिलाडेल्फिया:O से:O न्यूआर्क:O तक:O की:O सभी:O उड़ानें:O दिखाओ:O
4097,i:O need:O a:O flight:O on:O sunday:B-depart_date.day_name from:O long:B-fromloc.city_name beach:I-fromloc.city_name to:O columbus:B-toloc.city_name,atis_flight,i need a flight on sunday from long beach to columbus,मुझे रविवार को लॉन्ग बीच से कोलंबस के लिए उड़ान चाहिए,मुझे:O रविवार:B-depart_date.day_name को:O लॉन्ग:O बीच:O से:O कोलंबस:O के:O लिए:O उड़ान:O चाहिए:O
4098,i:O need:O a:O flight:O from:O boston:B-fromloc.city_name to:O san:B-toloc.city_name francisco:I-toloc.city_name leaving:O in:O the:O afternoon:B-depart_time.period_of_day and:O arriving:O in:O the:O evening:B-arrive_time.period_of_day thank:O you:O,atis_flight,i need a flight from boston to san francisco leaving in the afternoon and arriving in the evening thank you,"मुझे बोस्टन से सैन फ्रांसिस्को के लिए दोपहर में रवाना होने वाली और शाम को पहुंचने वाली उड़ान चाहिए, धन्यवाद","मुझे:O बोस्टन:B-fromloc.city_name से:O सैन:B-toloc.city_name फ्रांसिस्को:I-toloc.city_name के:O लिए:O दोपहर:B-depart_time.period_of_day में:O रवाना:O होने:O वाली:O और:O शाम:B-depart_time.period_of_day को:O पहुंचने:O वाली:O उड़ान:O चाहिए,:O धन्यवाद:O"
4099,all:O flights:O from:O boston:B-fromloc.city_name to:O philadelphia:B-toloc.city_name which:O show:O up:O on:O tuesday:B-depart_date.day_name afternoon:B-depart_time.period_of_day,atis_flight,all flights from boston to philadelphia which show up on tuesday afternoon,बोस्टन से फिलाडेल्फिया के लिए सभी उड़ानें मंगलवार दोपहर को दिखाई देंगी,बोस्टन:B-fromloc.city_name से:O फिलाडेल्फिया:O के:O लिए:O सभी:O उड़ानें:O मंगलवार:B-depart_date.day_name दोपहर:B-depart_time.period_of_day को:O दिखाई:O देंगी:O
4100,give:O me:O us:B-airline_name air:I-airline_name flights:O for:O next:B-depart_date.date_relative wednesday:B-depart_date.day_name from:O cleveland:B-fromloc.city_name to:O miami:B-toloc.city_name,atis_flight,give me us air flights for next wednesday from cleveland to miami,मुझे अगले बुधवार के लिए क्लीवलैंड से मियामी के लिए हवाई उड़ान प्रदान करें,मुझे:O अगले:I-return_date.date_relative बुधवार:B-depart_date.day_name के:O लिए:O क्लीवलैंड:B-toloc.city_name से:O मियामी:B-fromloc.city_name के:O लिए:O हवाई:O उड़ान:O प्रदान:O करें:O
4101,show:O flights:O from:O pittsburgh:B-fromloc.city_name to:O oakland:B-toloc.city_name,atis_flight,show flights from pittsburgh to oakland,पिट्सबर्ग से ओकलैंड तक उड़ानें दिखाएं,पिट्सबर्ग:B-fromloc.city_name से:O ओकलैंड:B-toloc.city_name तक:O उड़ानें:O दिखाएं:O
4102,flights:O from:O cincinnati:B-fromloc.city_name to:O denver:B-toloc.city_name on:O american:B-airline_name airlines:I-airline_name,atis_flight,flights from cincinnati to denver on american airlines,अमेरिकी एयरलाइंस पर सिनसिनाटी से डेनवर तक उड़ानें,अमेरिकी:B-airline_name एयरलाइंस:I-airline_name पर:O सिनसिनाटी:B-fromloc.city_name से:O डेनवर:B-toloc.city_name तक:O उड़ानें:O
4103,i:O would:O like:O to:O know:O the:O flights:O from:O denver:B-fromloc.city_name to:O pittsburgh:B-toloc.city_name leaving:O on:O monday:B-depart_date.day_name,atis_flight,i would like to know the flights from denver to pittsburgh leaving on monday,मैं सोमवार को डेनवर से पिट्सबर्ग जाने वाली उड़ानों के बारे में जानना चाहता हूँ,मैं:O सोमवार:B-depart_date.day_name को:O डेनवर:B-toloc.city_name से:O पिट्सबर्ग:B-fromloc.city_name जाने:O वाली:O उड़ानों:O के:O बारे:O में:O जानना:O चाहता:O हूँ:O
4104,what:O does:O the:O meal:B-meal code:O s:B-meal_code stand:O for:O,atis_abbreviation,what does the meal code s stand for,भोजन कोड का मतलब क्या है?,भोजन:B-meal कोड:O का:O मतलब:O क्या:O है?:O
4105,which:O flights:O from:O memphis:B-fromloc.city_name to:O tacoma:B-toloc.city_name also:O stop:O in:O los:B-stoploc.city_name angeles:I-stoploc.city_name,atis_flight,which flights from memphis to tacoma also stop in los angeles,मेम्फिस से टैकोमा तक की उड़ानें भी लॉस एंजिल्स में रुकती हैं,मेम्फिस:B-fromloc.city_name से:O टैकोमा:O तक:O की:O उड़ानें:O भी:O लॉस:B-toloc.city_name एंजिल्स:I-toloc.city_name में:O रुकती:O हैं:O
4106,list:O lowest:B-cost_relative cost:I-cost_relative flight:O from:O dallas:B-fromloc.city_name to:O baltimore:B-toloc.city_name that:O serves:O a:O meal:B-meal,atis_flight,list lowest cost flight from dallas to baltimore that serves a meal,भोजन परोसने वाली डलास से बाल्टीमोर तक की सबसे कम लागत वाली उड़ान की सूची बनाएं,भोजन:B-meal परोसने:O वाली:O डलास:B-stoploc.city_name से:O बाल्टीमोर:B-fromloc.city_name तक:O की:O सबसे:O कम:B-cost_relative लागत:O वाली:O उड़ान:O की:O सूची:O बनाएं:O
4107,what:O is:O the:O ground:O transport:O in:O denver:B-city_name,atis_ground_service,what is the ground transport in denver,डेनवर में जमीनी परिवहन क्या है?,डेनवर:B-toloc.city_name में:O जमीनी:O परिवहन:O क्या:O है?:O
4108,show:O all:O flights:O from:O boston:B-fromloc.city_name to:O denver:B-toloc.city_name on:O july:B-depart_date.month_name thirty:B-depart_date.day_number first:I-depart_date.day_number,atis_flight,show all flights from boston to denver on july thirty first,इकतीस जुलाई को बोस्टन से डेनवर तक की सभी उड़ानें दिखाएं,इकतीस:O जुलाई:B-arrive_date.month_name को:O बोस्टन:B-fromloc.city_name से:O डेनवर:B-toloc.city_name तक:O की:O सभी:O उड़ानें:O दिखाएं:O
4109,what:O flights:O leave:O seattle:B-fromloc.city_name on:O sunday:B-depart_date.day_name on:O continental:B-airline_name,atis_flight,what flights leave seattle on sunday on continental,महाद्वीपीय पर रविवार को सिएटल से कौन सी उड़ानें रवाना होती हैं,महाद्वीपीय:O पर:O रविवार:B-depart_date.day_name को:O सिएटल:B-toloc.city_name से:O कौन:O सी:B-fare_basis_code उड़ानें:O रवाना:O होती:O हैं:O
4110,all:O flights:O from:O montreal:B-fromloc.city_name less:B-cost_relative than:O 150:B-fare_amount dollars:I-fare_amount,atis_flight,all flights from montreal less than 150 dollars,मॉन्ट्रियल से सभी उड़ानें 150 डॉलर से कम,मॉन्ट्रियल:B-fromloc.city_name से:O सभी:O उड़ानें:O 150:B-fare_amount डॉलर:I-fare_amount से:O कम:B-cost_relative
4111,what:O types:O of:O aircraft:O does:O delta:B-airline_name fly:O,atis_aircraft,what types of aircraft does delta fly,डेल्टा किस प्रकार के विमान उड़ाता है,डेल्टा:B-airline_name किस:O प्रकार:O के:O विमान:O उड़ाता:O है:O
4112,i:O would:O like:O to:O book:O a:O flight:O on:O us:B-airline_name air:I-airline_name first:B-class_type class:I-class_type from:O cleveland:B-fromloc.city_name to:O miami:B-toloc.city_name on:O february:B-depart_date.month_name twenty:B-depart_date.day_number second:I-depart_date.day_number,atis_flight,i would like to book a flight on us air first class from cleveland to miami on february twenty second,मैं बाईस फरवरी को क्लीवलैंड से मियामी के लिए यूएस एयर प्रथम श्रेणी की उड़ान बुक करना चाहता हूं,मैं:O बाईस:O फरवरी:O को:O क्लीवलैंड:B-toloc.city_name से:O मियामी:B-fromloc.city_name के:O लिए:O यूएस:O एयर:O प्रथम:O श्रेणी:O की:O उड़ान:O बुक:O करना:O चाहता:O हूं:O
4113,find:O a:O nonstop:B-flight_stop flight:O between:O denver:B-fromloc.city_name and:O oakland:B-toloc.city_name leaving:O in:O the:O afternoon:B-arrive_time.period_of_day and:O arriving:O near:B-arrive_time.time_relative 5:B-arrive_time.time pm:I-arrive_time.time,atis_flight,find a nonstop flight between denver and oakland leaving in the afternoon and arriving near 5 pm,डेनवर और ओकलैंड के बीच एक नॉनस्टॉप उड़ान ढूंढें जो दोपहर को रवाना होगी और शाम 5 बजे के करीब पहुंचेगी,डेनवर:B-toloc.city_name और:O ओकलैंड:B-toloc.city_name के:O बीच:O एक:O नॉनस्टॉप:O उड़ान:O ढूंढें:O जो:O दोपहर:B-depart_time.period_of_day को:O रवाना:O होगी:O और:O शाम:B-depart_time.period_of_day 5:B-arrive_time.time बजे:I-depart_time.time के:O करीब:O पहुंचेगी:O
4114,list:O flights:O from:O dallas:B-fromloc.city_name to:O san:B-toloc.city_name francisco:I-toloc.city_name,atis_flight,list flights from dallas to san francisco,डलास से सैन फ्रांसिस्को के लिए उड़ानों की सूची बनाएं,डलास:B-stoploc.city_name से:O सैन:B-toloc.city_name फ्रांसिस्को:I-toloc.city_name के:O लिए:O उड़ानों:O की:O सूची:O बनाएं:O
4115,i'd:O like:O to:O go:O from:O boston:B-fromloc.city_name to:O san:B-toloc.city_name francisco:I-toloc.city_name,atis_flight,i'd like to go from boston to san francisco,मैं बोस्टन से सैन फ्रांसिस्को जाना चाहूँगा,मैं:O बोस्टन:B-fromloc.city_name से:O सैन:B-toloc.city_name फ्रांसिस्को:I-toloc.city_name जाना:O चाहूँगा:O
4116,flights:O on:O twa:B-airline_code from:O columbus:B-fromloc.city_name to:O st.:B-toloc.city_name louis:I-toloc.city_name,atis_flight,flights on twa from columbus to st. louis,कोलंबस से सेंट तक टीडब्ल्यूए पर उड़ानें। ,कोलंबस:O से:O सेंट:O तक:O टीडब्ल्यूए:O पर:O उड़ानें।:O
4117,give:O me:O the:O earliest:B-flight_mod flight:O on:O american:B-airline_name airlines:I-airline_name tomorrow:B-depart_date.today_relative from:O st.:B-fromloc.city_name petersburg:I-fromloc.city_name to:O milwaukee:B-toloc.city_name,atis_flight,give me the earliest flight on american airlines tomorrow from st. petersburg to milwaukee,मुझे कल सेंट से अमेरिकन एयरलाइंस की जल्द से जल्द उड़ान दीजिए। ,मुझे:O कल:B-depart_date.today_relative सेंट:O से:O अमेरिकन:B-airline_name एयरलाइंस:I-airline_name की:O जल्द:O से:O जल्द:O उड़ान:O दीजिए।:O
4118,i:O need:O information:O on:O ground:O transportation:O from:O the:O airport:O in:O atlanta:B-fromloc.city_name,atis_ground_service,i need information on ground transportation from the airport in atlanta,मुझे अटलांटा में हवाई अड्डे से जमीनी परिवहन के बारे में जानकारी चाहिए,मुझे:O अटलांटा:B-toloc.city_name में:O हवाई:O अड्डे:O से:O जमीनी:O परिवहन:O के:O बारे:O में:O जानकारी:O चाहिए:O
4119,what:O is:O fare:O code:O qo:B-fare_basis_code mean:O,atis_abbreviation,what is fare code qo mean,किराया कोड qo का क्या मतलब है?,किराया:I-transport_type कोड:O qo:B-fare_basis_code का:O क्या:O मतलब:O है?:O
4120,what:O flights:O takeoff:O and:O land:O at:O general:B-fromloc.airport_name mitchell:I-fromloc.airport_name international:I-fromloc.airport_name,atis_flight,what flights takeoff and land at general mitchell international,जनरल मिशेल इंटरनेशनल में कौन सी उड़ानें उड़ान भरती हैं और उतरती हैं,जनरल:O मिशेल:I-fromloc.airport_name इंटरनेशनल:O में:O कौन:O सी:B-fare_basis_code उड़ानें:O उड़ान:O भरती:O हैं:O और:O उतरती:O हैं:O
4121,give:O me:O flights:O that:O arrive:O in:O baltimore:B-toloc.city_name from:O denver:B-fromloc.city_name,atis_flight,give me flights that arrive in baltimore from denver,मुझे डेनवर से बाल्टीमोर आने वाली उड़ानें बताएं,मुझे:O डेनवर:B-toloc.city_name से:O बाल्टीमोर:B-fromloc.city_name आने:O वाली:O उड़ानें:O बताएं:O
4122,can:O you:O tell:O me:O the:O flights:O on:O october:B-depart_date.month_name fifteenth:B-depart_date.day_number 1991:B-depart_date.year from:O boston:B-fromloc.city_name to:O oakland:B-toloc.city_name,atis_flight,can you tell me the flights on october fifteenth 1991 from boston to oakland,क्या आप मुझे पंद्रह अक्टूबर 1991 को बोस्टन से ओकलैंड तक की उड़ानें बता सकते हैं,क्या:O आप:O मुझे:O पंद्रह:B-depart_date.day_number अक्टूबर:B-depart_date.month_name 1991:B-depart_date.year को:O बोस्टन:B-fromloc.city_name से:O ओकलैंड:B-toloc.city_name तक:O की:O उड़ानें:O बता:O सकते:O हैं:O
